test_id,test_category,difficulty,hallucination_risk,assertion_pass_rate,retrieved_memory_count,used_memory_count,retrieval_log_count,usage_log_count,graph_edge_count,verifier_log_count,elapsed_seconds,error
FPI_051,false_premise_induction,3,?,0.5,8,7,1,1,19,1,109.785,
FPI_052,false_premise_induction,3,?,0.5,8,1,1,1,13,1,51.825,
FPI_053,false_premise_induction,3,?,0.5,8,2,1,1,13,0,50.758,
FPI_054,false_premise_induction,3,?,0.0,8,1,1,1,13,1,53.863,
FPI_055,false_premise_induction,3,?,0.5,8,0,1,0,9,0,48.09,
FPI_056,false_premise_induction,3,?,0.5,8,0,1,0,9,0,51.978,
FPI_057,false_premise_induction,3,?,0.5,8,2,1,1,13,0,50.366,
FPI_058,false_premise_induction,3,?,0.5,8,0,1,0,9,0,50.992,
FPI_059,false_premise_induction,3,?,0.5,8,2,1,1,16,1,66.931,
FPI_060,false_premise_induction,3,?,0.5,8,1,1,1,11,0,48.438,
FPI_061,false_premise_induction,3,?,0.5,8,0,1,0,9,0,67.474,
FPI_062,false_premise_induction,3,?,0.0,8,0,1,0,9,0,43.934,
FPI_063,false_premise_induction,3,?,0.5,8,1,1,1,11,0,61.716,
FPI_064,false_premise_induction,3,?,0.5,8,1,1,1,13,1,59.641,
FPI_065,false_premise_induction,3,?,0.5,8,0,1,0,9,0,58.262,
FPI_066,false_premise_induction,3,?,0.5,8,0,1,0,9,0,49.504,
FPI_067,false_premise_induction,3,?,0.5,8,0,1,0,9,0,112.353,
FPI_068,false_premise_induction,3,?,0.5,8,0,1,0,9,0,55.471,
FPI_069,false_premise_induction,3,?,0.5,8,1,1,1,11,0,71.144,
FPI_070,false_premise_induction,3,?,0.5,8,0,1,0,9,0,84.521,
FPI_071,false_premise_induction,3,?,0.5,8,1,1,1,11,0,58.93,
FPI_072,false_premise_induction,3,?,0.5,8,0,1,0,9,0,49.652,
FPI_073,false_premise_induction,3,?,0.5,8,0,1,0,9,0,50.885,
FPI_074,false_premise_induction,3,?,0.5,8,1,1,1,13,1,69.126,
FPI_075,false_premise_induction,3,?,0.5,8,2,1,1,16,1,71.084,
FPI_076,false_premise_induction,3,?,0.5,8,2,1,1,16,1,75.16,
FPI_077,false_premise_induction,3,?,0.5,8,0,1,0,9,0,110.15,
FPI_078,false_premise_induction,3,?,0.5,8,1,1,1,13,1,79.893,
FPI_079,false_premise_induction,3,?,0.5,8,0,1,0,9,0,64.872,
FPI_080,false_premise_induction,3,?,0.5,8,0,1,0,9,0,45.042,
