test_id,test_category,difficulty,hallucination_risk,assertion_pass_rate,retrieved_memory_count,used_memory_count,retrieval_log_count,usage_log_count,graph_edge_count,verifier_log_count,elapsed_seconds,error
MIS_037,similar_entity_confusion,4,?,0.25,16,10,3,3,41,1,155.664,
MIS_038,similar_entity_confusion,4,?,0.6666666666666666,18,2,3,3,40,2,166.499,
MIS_039,similar_entity_confusion,4,?,0.75,16,3,4,2,44,1,175.585,
MIS_040,similar_entity_confusion,4,?,0.3333333333333333,14,2,3,1,31,0,184.476,
MIS_041,similar_entity_confusion,4,?,0.6666666666666666,17,3,3,2,36,1,174.64,
MIS_042,similar_entity_confusion,4,?,0.75,18,2,3,2,36,1,167.729,
MIS_043,similar_entity_confusion,4,?,0.6666666666666666,19,3,4,3,48,2,174.181,
MIS_044,similar_entity_confusion,4,?,0.25,17,4,3,3,42,1,159.451,
MIS_045,similar_entity_confusion,4,?,0.6666666666666666,16,3,3,2,35,1,148.227,
MIS_046,similar_entity_confusion,4,?,0.6666666666666666,19,2,3,2,36,1,161.543,
MIS_047,similar_entity_confusion,4,?,0.75,19,1,4,1,38,0,192.607,
MIS_048,similar_entity_confusion,4,?,0.25,15,2,3,2,38,1,181.108,
MIS_049,similar_entity_confusion,4,?,0.25,16,2,3,2,31,0,150.28,
MIS_050,similar_entity_confusion,4,?,0.5,20,2,3,3,40,2,134.633,
MIS_051,similar_entity_confusion,4,?,0.75,15,3,4,2,44,1,192.588,
MIS_052,similar_entity_confusion,4,?,0.25,17,5,3,2,34,0,186.278,
MIS_053,similar_entity_confusion,4,?,0.5,17,1,3,1,29,0,160.295,
MIS_054,similar_entity_confusion,4,?,0.25,20,5,3,3,41,1,152.005,
MIS_055,similar_entity_confusion,4,?,0.5,14,0,3,0,26,0,146.884,Connection error.
MIS_056,similar_entity_confusion,4,?,0.75,15,0,2,0,17,0,96.97,OpenAI API call timed out. This could be due to congestion or too small a timeout value. The timeout can be specified by setting the 'timeout' value (in seconds) in the llm_config (if you are using agents) or the OpenAIWrapper constructor (if you are using the OpenAIWrapper directly).
MIS_057,similar_entity_confusion,4,?,0.0,8,0,1,0,8,0,35.692,Connection error.
MIS_058,similar_entity_confusion,4,?,0.0,8,0,1,0,8,0,34.994,Connection error.
MIS_059,similar_entity_confusion,4,?,0.0,8,0,1,0,8,0,34.622,Connection error.
MIS_060,similar_entity_confusion,4,?,0.0,8,0,1,0,8,0,35.383,Connection error.
MIS_061,similar_entity_confusion,4,?,0.5,18,1,3,1,29,0,175.058,
MIS_062,similar_entity_confusion,4,?,0.0,19,2,3,2,31,0,156.816,
MIS_063,similar_entity_confusion,4,?,0.75,14,9,4,4,67,3,211.21,
MIS_064,similar_entity_confusion,4,?,0.25,15,7,3,2,41,0,175.885,
MIS_065,similar_entity_confusion,4,?,0.75,19,1,3,1,29,0,165.786,
MIS_066,similar_entity_confusion,4,?,0.75,20,2,3,2,35,1,174.473,
MIS_067,similar_entity_confusion,4,?,0.75,16,0,4,0,36,0,211.838,
MIS_068,similar_entity_confusion,4,?,0.25,16,2,3,1,31,0,166.064,
MIS_069,similar_entity_confusion,4,?,0.5,18,1,3,1,29,0,150.743,
MIS_070,similar_entity_confusion,4,?,0.5,21,2,3,3,35,0,163.269,
MIS_071,similar_entity_confusion,4,?,0.6666666666666666,13,0,4,0,36,0,199.269,
MIS_072,similar_entity_confusion,4,?,0.75,17,2,3,1,34,1,155.909,
