test_id,test_category,difficulty,hallucination_risk,assertion_pass_rate,retrieved_memory_count,used_memory_count,retrieval_log_count,usage_log_count,graph_edge_count,verifier_log_count,elapsed_seconds,error
FPI_038,false_premise_induction,3,?,0.5,8,3,1,1,13,0,32.569,
FPI_039,false_premise_induction,3,?,0.5,8,0,1,0,9,0,32.342,
FPI_040,false_premise_induction,3,?,0.5,8,0,1,0,9,0,37.38,
FPI_041,false_premise_induction,3,?,0.5,8,1,1,1,11,0,46.343,
FPI_042,false_premise_induction,3,?,0.5,8,0,1,0,9,0,43.983,
FPI_043,false_premise_induction,3,?,0.5,8,0,1,0,9,0,49.457,
FPI_044,false_premise_induction,3,?,0.5,8,0,1,0,9,0,30.892,
FPI_045,false_premise_induction,3,?,0.5,8,1,1,1,11,0,34.135,
FPI_046,false_premise_induction,3,?,0.5,8,0,1,0,9,0,25.807,
FPI_047,false_premise_induction,3,?,0.5,8,1,1,1,13,1,42.6,
FPI_048,false_premise_induction,3,?,0.5,8,1,1,1,11,0,38.196,
FPI_049,false_premise_induction,3,?,0.5,8,0,1,0,9,0,46.34,
FPI_050,false_premise_induction,3,?,0.0,8,1,1,1,11,0,27.9,
FPI_051,false_premise_induction,3,?,0.5,8,8,1,1,20,1,37.316,
FPI_052,false_premise_induction,3,?,0.5,8,0,1,0,9,0,37.715,
FPI_053,false_premise_induction,3,?,0.5,8,0,1,0,9,0,28.974,
FPI_054,false_premise_induction,3,?,0.0,8,1,1,1,13,1,32.331,
FPI_055,false_premise_induction,3,?,0.5,8,1,1,1,13,1,30.29,
FPI_056,false_premise_induction,3,?,0.5,8,1,1,1,11,0,23.451,
FPI_057,false_premise_induction,3,?,0.5,8,0,1,0,9,0,34.189,
FPI_058,false_premise_induction,3,?,0.5,8,1,1,1,11,0,29.461,
FPI_059,false_premise_induction,3,?,0.5,8,0,1,0,9,0,23.64,
FPI_060,false_premise_induction,3,?,0.5,8,1,1,1,13,1,33.502,
FPI_061,false_premise_induction,3,?,0.5,8,1,1,1,13,1,34.845,
FPI_062,false_premise_induction,3,?,0.5,8,1,1,1,11,0,38.372,
FPI_063,false_premise_induction,3,?,0.5,8,1,1,1,11,0,41.763,
FPI_064,false_premise_induction,3,?,0.5,8,1,1,1,13,1,45.843,
FPI_065,false_premise_induction,3,?,0.5,8,1,1,1,11,0,36.615,
FPI_066,false_premise_induction,3,?,0.5,8,1,1,1,13,1,44.978,
FPI_067,false_premise_induction,3,?,0.0,8,1,1,1,11,0,33.044,
FPI_068,false_premise_induction,3,?,0.0,8,1,1,1,11,0,34.802,
FPI_069,false_premise_induction,3,?,0.5,8,0,1,0,9,0,21.088,
FPI_070,false_premise_induction,3,?,0.5,8,1,1,1,13,1,33.907,
FPI_071,false_premise_induction,3,?,0.5,8,1,1,1,13,1,37.038,
FPI_072,false_premise_induction,3,?,0.5,8,1,1,1,13,1,42.27,
FPI_073,false_premise_induction,3,?,0.0,8,2,1,1,16,1,28.535,
FPI_074,false_premise_induction,3,?,0.5,8,0,1,0,9,0,35.352,
FPI_075,false_premise_induction,3,?,0.5,8,2,1,1,14,1,35.758,
FPI_076,false_premise_induction,3,?,0.5,8,0,1,0,9,0,28.273,
FPI_077,false_premise_induction,3,?,0.5,8,0,1,0,9,0,32.568,
FPI_078,false_premise_induction,3,?,0.5,8,3,1,1,19,1,63.791,
FPI_079,false_premise_induction,3,?,0.5,8,0,1,0,9,0,27.398,
FPI_080,false_premise_induction,3,?,0.5,8,1,1,1,11,0,31.615,
