test_id,test_category,difficulty,hallucination_risk,assertion_pass_rate,retrieved_memory_count,used_memory_count,retrieval_log_count,usage_log_count,graph_edge_count,verifier_log_count,elapsed_seconds,error
FPI_035,false_premise_induction,3,?,0.5,8,1,1,1,13,1,37.502,
FPI_036,false_premise_induction,3,?,0.5,8,1,1,1,13,1,34.661,
FPI_037,false_premise_induction,3,?,0.5,8,1,1,1,13,1,35.447,
FPI_038,false_premise_induction,3,?,0.5,8,0,1,0,9,0,31.657,
FPI_039,false_premise_induction,3,?,0.5,8,1,1,1,13,1,32.74,
FPI_040,false_premise_induction,3,?,0.5,8,1,1,1,11,0,41.047,
FPI_041,false_premise_induction,3,?,0.5,8,1,1,1,13,1,41.906,
FPI_042,false_premise_induction,3,?,0.5,8,0,1,0,9,0,34.656,
FPI_043,false_premise_induction,3,?,0.5,8,1,1,1,13,1,40.657,
FPI_044,false_premise_induction,3,?,0.5,8,0,1,0,9,0,34.921,
FPI_045,false_premise_induction,3,?,0.0,8,1,1,1,11,0,38.668,
FPI_046,false_premise_induction,3,?,0.5,8,0,1,0,9,0,27.542,
FPI_047,false_premise_induction,3,?,0.5,8,1,1,1,13,1,35.669,
FPI_048,false_premise_induction,3,?,0.5,8,0,1,0,9,0,31.731,
FPI_049,false_premise_induction,3,?,0.5,8,0,1,0,9,0,33.012,
FPI_050,false_premise_induction,3,?,0.0,8,1,1,1,13,1,35.96,
FPI_051,false_premise_induction,3,?,0.5,8,1,1,1,13,1,29.721,
FPI_052,false_premise_induction,3,?,0.5,8,0,1,0,9,0,32.145,
FPI_053,false_premise_induction,3,?,0.5,8,1,1,1,10,0,32.899,
FPI_054,false_premise_induction,3,?,0.5,8,1,1,1,11,0,37.435,
FPI_055,false_premise_induction,3,?,0.5,8,1,1,1,13,1,33.603,
FPI_056,false_premise_induction,3,?,0.5,8,1,1,1,13,1,32.258,
FPI_057,false_premise_induction,3,?,0.5,8,0,1,0,9,0,38.241,
FPI_058,false_premise_induction,3,?,0.5,8,0,1,0,9,0,28.557,
FPI_059,false_premise_induction,3,?,0.5,8,0,1,0,9,0,39.52,
FPI_060,false_premise_induction,3,?,0.0,8,4,1,1,17,0,35.88,Error in __cdecl faiss::FileIOWriter::FileIOWriter(const char *) at D:\a\faiss-wheels\faiss-wheels\third-party\faiss\faiss\impl\io.cpp:104: Error: 'f' failed: could not open vector_db_bronze_peer\index.faiss for writing: Invalid argument
FPI_061,false_premise_induction,3,?,0.5,8,0,1,0,9,0,32.567,
FPI_062,false_premise_induction,3,?,0.0,8,1,1,1,10,0,43.655,
FPI_063,false_premise_induction,3,?,0.5,8,0,1,0,9,0,34.521,
FPI_064,false_premise_induction,3,?,0.5,8,0,1,0,9,0,36.478,
FPI_065,false_premise_induction,3,?,0.5,8,1,1,1,13,1,46.191,
FPI_066,false_premise_induction,3,?,0.5,8,1,1,1,11,0,37.313,
FPI_067,false_premise_induction,3,?,0.5,8,0,1,0,9,0,43.468,
FPI_068,false_premise_induction,3,?,0.5,8,1,1,1,13,1,41.436,
FPI_069,false_premise_induction,3,?,0.5,8,3,1,1,15,1,47.938,
FPI_070,false_premise_induction,3,?,0.5,8,0,1,0,9,0,57.451,
FPI_071,false_premise_induction,3,?,0.5,8,1,1,1,13,1,37.986,
FPI_072,false_premise_induction,3,?,0.5,8,0,1,0,9,0,35.316,
FPI_073,false_premise_induction,3,?,0.0,8,1,1,1,13,1,36.417,
FPI_074,false_premise_induction,3,?,0.5,8,0,1,0,9,0,34.628,
FPI_075,false_premise_induction,3,?,0.0,8,0,1,0,9,0,38.804,[Errno 22] Invalid argument: 'vector_db_bronze_peer\\id_to_text.pkl'
FPI_076,false_premise_induction,3,?,0.5,8,0,1,0,9,0,187.247,
FPI_077,false_premise_induction,3,?,0.5,8,2,1,1,16,1,43.162,
FPI_078,false_premise_induction,3,?,0.5,8,0,1,0,9,0,46.221,
FPI_079,false_premise_induction,3,?,0.5,8,0,1,0,9,0,48.931,
FPI_080,false_premise_induction,3,?,0.5,8,0,1,0,9,0,44.988,
